,Valence_electron_concentration_ref_Avg,name,Alloy_Ni,Alloy_Cr,Alloy_Co,Alloy_Al,Alloy_Fe,phase_name,phase_fraction,Ni,Cr,Co,Al,Fe,invT,Smix_HEA,DeltaSize_HEA,Electroneg_HEA,Hmix_HEA,Omega_HEA,Al+Cr,Cr/Al,UMAP_1,UMAP_2
744,8.46,436,56.00000000000001,8,10,12,14,FCC_L12#1,1,56.00000000000001,8,10,12,14,0.7027406886858749,10.697645270255844,0.047686491,0.10889426063847438,-10.0592,1.7914863038645965,20,0.6666666666666666,18.509335,6.954373
745,8.520000000000001,437,56.00000000000001,6,12,12,14,FCC_L12#1,1,56.00000000000001,6,12,12,14,0.7027406886858749,10.622149714782969,0.047675402776321804,0.1059450801122921,-9.8192,1.813407921207072,18,0.5,18.338802,6.66451
746,8.540000000000001,438,57.99999999999999,6,10,12,14,FCC_L12#1,1,57.99999999999999,6,10,12,14,0.7027406886858749,10.34837210060445,0.047705036,0.10623069236336544,-9.8736,1.756096568,18,0.5,18.907299,6.860299
747,8.64,439,57.99999999999999,6,10,10,16,FCC_L12#1,1,57.99999999999999,6,10,10,16,0.7027406886858749,10.296693268156423,0.044210156,0.10083332782369125,-8.7232,1.9984809612120311,16,0.6,18.68438,7.079748
748,8.440000000000001,440,57.99999999999999,6,10,14,12,FCC_L12#1,1,57.99999999999999,6,10,14,12,0.7027406886858749,10.34837210060445,0.050745253412091525,0.11119280552265955,-10.9888,1.5613483283107823,20,0.42857142857142855,19.082102,6.6426015
749,8.46,441,57.99999999999999,6,12,14,10,FCC_L12#1,1,57.99999999999999,6,12,14,10,0.7027406886858749,10.34837210060445,0.050673389,0.1113195400637282,-11,1.5589495372850009,20,0.42857142857142855,19.363686,6.3361025
750,8.440000000000001,442,60,8,10,14,8,FCC_L12#1,1,60,8,10,14,8,0.7027406886858749,10.110873780017853,0.050646723,0.11447287888403955,-11.3104,1.4872517663247127,22,0.5714285714285714,20.202887,6.802027
751,8.620000000000001,443,60,6,14,12,8,FCC_L12#1,1,60,6,14,12,8,0.7027406886858749,10.035378224544981,0.047535872,0.10674005808505066,-9.9136,1.6926893615138694,18,0.5,20.388046,6.1460404
752,8.580000000000002,444,60,6,10,12,12,FCC_L12#1,1,60,6,10,12,12,0.7027406886858749,10.096702639450307,0.047668884,0.10659756094770644,-9.9264,1.7025865497245138,18,0.5,19.760418,6.8150687
753,8.52,445,57.99999999999999,8,12,12,10,FCC_L12#1,1,57.99999999999999,8,12,12,10,0.7027406886858749,10.451710739050567,0.047583863,0.10944514607784116,-10.128,1.7358103365421298,20,0.6666666666666666,19.650082,6.7428417
754,8.34,446,57.99999999999999,16,10,12,4,FCC_L12#1,1,57.99999999999999,16,10,12,4,0.7027406886858749,10.16469608900687,0.047427402,0.1199548248300167,-11.0976,1.5684758794221167,28,1.3333333333333333,20.466053,8.135178
755,8.44,447,57.99999999999999,12,12,12,6,FCC_L12#1,1,57.99999999999999,12,12,12,6,0.7027406886858749,10.376215183577694,0.047472256935891445,0.1151374830365854,-10.6272,1.6567348708163614,24,1,20.243174,7.2685146
756,8.360000000000001,448,60,12,10,14,4,FCC_L12#1,1,60,12,10,14,4,0.7027406886858749,9.936862377327515,0.050526421,0.11971115236267668,-11.8096,1.4122898766805798,26,0.8571428571428571,20.69366,7.3789825
757,8.52,449,60,10,12,12,6,FCC_L12#1,1,60,10,12,12,6,0.7027406886858749,10.096702639450308,0.047491335060153794,0.1128079784412432,-10.44,1.6322700473059175,22,0.8333333333333334,20.707104,7.0361066
758,8.46,450,56.00000000000001,10,14,12,8,FCC_L12#1,1,56.00000000000001,10,14,12,8,0.7027406886858749,10.697645270255844,0.047497873245785596,0.11207783010033694,-10.32,1.7520802034946124,22,0.8333333333333334,19.456633,6.610151
759,8.420000000000002,451,56.00000000000001,12,14,12,6,FCC_L12#1,1,56.00000000000001,12,14,12,6,0.7027406886858749,10.622149714782973,0.047441654881284136,0.11482595525402778,-10.5648,1.7068240199385767,24,1,19.650902,6.8241744
760,8.520000000000001,452,56.00000000000001,12,14,10,8,FCC_L12#1,1,56.00000000000001,12,14,10,8,0.7027406886858749,10.697645270255844,0.043971051675007644,0.11024354856407695,-9.416,1.9486191446809829,22,1.2,19.686922,7.0974503
761,8.38,453,57.99999999999999,10,12,14,6,FCC_L12#1,1,57.99999999999999,10,12,14,6,0.7027406886858749,10.34837210060445,0.050553361,0.11686248328698132,-11.4992,1.5045556979911583,24,0.7142857142857143,19.988682,6.796204
762,8.46,454,57.99999999999999,10,10,12,10,FCC_L12#1,1,57.99999999999999,10,10,12,10,0.7027406886858749,10.48519207098265,0.047595098,0.11223190277278555,-10.3728,1.7086034922126232,22,0.8333333333333334,19.709309,7.2418914
763,7.537000000000002,455,54,14,10,14,8,BCC_B2#2,0.051,51.4,5.899999999999999,8.200000000000001,29.1,5.4,0.7027406886858749,10.234406162362166,0.06482788,0.13584156617177226,-17.53324,0.8938589149845123,35,0.20274914089347074,16.60548,5.1834445
764,8.227,455,54,14,10,14,8,FCC_L12#1,0.949,54.1,14.4,10.1,13.2,8.1,0.7027406886858749,10.923325381335422,0.049457981393627726,0.11933844108081851,-11.37222,1.630375135890824,27.6,1.090909090909091,18.88853,7.5556226
765,7.586,456,56.00000000000001,10,10,14,10,BCC_B2#2,0.006,51.7,4.2,8.3,29.1,6.800000000000001,0.7027406886858749,10.16648706122518,0.0648512,0.13476087634176315,-17.413532,0.8912555154978025,33.300000000000004,0.14432989690721648,16.198498,4.7568626
766,8.317000000000002,456,56.00000000000001,10,10,14,10,FCC_L12#1,0.994,56.00000000000001,10,10,13.9,10,0.7027406886858749,10.723064576092046,0.050576335,0.11597422277342491,-11.32992,1.583827456742926,23.9,0.7194244604316546,19.023668,6.995376
767,7.574000000000001,457,56.00000000000001,10,10,16,8,BCC_B2#2,0.13,52.3,4.6,8.3,29.1,5.600000000000001,0.7027406886858749,10.042051413723515,0.06490811,0.13528806384008896,-17.478988,0.8755307730839463,33.7,0.15807560137457044,16.198498,4.7568626
768,8.317,457,56.00000000000001,10,10,16,8,FCC_L12#1,0.87,56.49999999999999,10.8,10.3,14,8.4,0.7027406886858749,10.645103699135454,0.050620724,0.11734259201159648,-11.51608,1.5499843835701248,24.8,0.7714285714285715,19.379526,7.2895327
769,8.287,458,54,12,12,14,8,FCC_L12#1,0.964,54.1,12.3,12.1,13.4,8.1,0.7027406886858749,10.962551095050657,0.049692203,0.11749075027422368,-11.279548,1.6413601464247547,25.700000000000003,0.917910448,18.793676,7.0684342
770,7.561000000000001,458,54,12,12,14,8,BCC_B2#2,0.036,50.7,5.2,9.6,28.9,5.600000000000001,0.7027406886858749,10.336306446109537,0.06469511,0.13506648881199207,-17.394136,0.9094739673381917,34.1,0.17993079584775087,16.013752,4.924223
771,7.632,459,57.99999999999999,6,10,16,10,BCC_B2#2,0.081,52.7,2.7,8.4,29.2,7.1,0.7027406886858749,9.897066721049809,0.064937098,0.13414460111983628,-17.399048,0.8642144796422276,31.9,0.092465753,15.872548,4.7208476
772,8.405,459,57.99999999999999,6,10,16,10,FCC_L12#1,0.919,58.5,6.3,10.1,14.8,10.3,0.7027406886858749,10.278208989095106,0.051830321247298035,0.11360802612491772,-11.48214,1.478428131558009,21.1,0.42567567567567566,19.199497,6.3463707
773,7.618,460,56.00000000000001,6,10,18,10,BCC_B2#2,0.242,51.9,3,8.7,29.1,7.399999999999999,0.7027406886858749,10.059250798342667,0.064876849,0.1339915863642191,-17.33094,0.8832907988053689,32.1,0.10309278350515463,15.872548,4.7208476
774,8.385,460,56.00000000000001,6,10,18,10,FCC_L12#1,0.758,57.3,7.000000000000001,10.4,14.5,10.8,0.7027406886858749,10.483869842948666,0.051413412859431205,0.1136476238202981,-11.3624,1.5295151142927268,21.5,0.48275862068965525,19.461857,6.7854238
775,7.592,461,56.00000000000001,8,10,16,10,BCC_B2#2,0.124,51.7,3.6,8.5,29.1,7.1,0.7027406886858749,10.120613345995876,0.064905054,0.1343293679729045,-17.345436,0.8883183683796688,32.7,0.12371134020618556,16.198498,4.7568626
776,8.351999999999999,461,56.00000000000001,8,10,16,10,FCC_L12#1,0.876,56.59999999999999,8.6,10.2,14.2,10.4,0.7027406886858749,10.629830118717276,0.050970063064569644,0.1149572511849513,-11.364192,1.5591743,22.799999999999997,0.6056338028169014,19.023668,6.995376
777,7.634,462,56.00000000000001,6,12,18,8,BCC_B2#2,0.232,51.9,3.1,10,29,6.1,0.7027406886858749,10.042692803054527,0.064748133,0.1341595159442668,-17.372168,0.8801416067866374,32.1,0.10689655172413794,16.491804,4.862647
778,8.406999999999998,462,56.00000000000001,6,12,18,8,FCC_L12#1,0.768,57.3,6.9,12.6,14.7,8.6,0.7027406886858749,10.45413327626105,0.051573939,0.1141464936386571,-11.489412,1.5071706683355153,21.6,0.46938775510204084,19.742146,6.488098
779,8.359999999999998,463,56.00000000000001,8,12,18,6,FCC_L12#1,0.761,57.09999999999999,9.2,12.7,14.5,6.5,0.7027406886858749,10.469139832170582,0.051265487955632995,0.11674133758013905,-11.6455,1.496794228,23.7,0.6344827586206896,19.988682,6.796204
780,7.617000000000001,463,56.00000000000001,8,12,18,6,BCC_B2#2,0.239,52.5,4.100000000000001,9.9,29,4.5,0.7027406886858749,9.949634765891613,0.064730236,0.13513329567504812,-17.511604,0.8658518133857319,33.1,0.14137931034482765,16.361507,4.6709123
781,8.253000000000002,464,52,12,10,14,12,FCC_L12#1,0.923,52.2,12.6,10.1,12.8,12.3,0.7027406886858749,11.247142253731564,0.048888107123467514,0.1158543356978926,-10.870756,1.7564107287021953,25.4,0.9843749999999999,17.665531,7.2053447
782,7.533999999999999,464,52,12,10,14,12,BCC_B2#2,0.077,49.4,4.9,8.6,29,8.200000000000001,0.7027406886858749,10.568931233914293,0.064815368,0.13428065382027293,-17.230576,0.9395887905663765,33.9,0.16896551724137931,15.3220825,4.8243027
783,7.544,465,50,10,12,16,12,BCC_B2#2,0.215,47.7,4.6,10.4,28.6,8.799999999999999,0.7027406886858749,10.824863025132894,0.064560419,0.1331876019098624,-16.97884,0.9785481033351541,33.2,0.1608391608391608,14.7731695,4.878284
784,8.282,465,50,10,12,16,12,FCC_L12#1,0.785,50.6,11.5,12.5,12.5,12.9,0.7027406886858749,11.452254777234218,0.048402036,0.11368508081538224,-10.543352,1.8427514730308678,24,0.92,16.984228,7.095072
785,7.549999999999999,466,50,10,14,14,12,BCC_B2#2,0.087,47,4.3,11.6,28.4,8.7,0.7027406886858749,10.891175011723858,0.064455242,0.1326267993280392,-16.853756,0.9911401812137111,32.699999999999996,0.15140845070422534,15.054779,4.6672726
786,8.3,466,50,10,14,14,12,FCC_L12#1,0.913,50.3,10.5,14.2,12.6,12.3,0.7027406886858749,11.458580884351043,0.048586351,0.11272673150765966,-10.482024,1.8470568607091633,23.1,0.8333333333333334,17.020733,6.422298
787,7.504999999999999,467,50,12,10,16,12,BCC_B2#2,0.224,48.4,5.3,8.799999999999999,28.9,8.6,0.7027406886858749,10.729415643879932,0.064799288,0.13404633191549845,-17.122552,0.960679945,34.199999999999996,0.18339100346020762,14.783428,4.895526
788,8.229,467,50,12,10,16,12,FCC_L12#1,0.776,50.5,13.9,10.4,12.3,13,0.7027406886858749,11.453984487628508,0.048060714434527904,0.11592994189423192,-10.674068,1.8348480338792323,26.200000000000003,1.1300813008130082,17.138468,7.7139325
789,7.491999999999999,468,50,14,10,14,12,BCC_B2#2,0.11,48.5,5.7,8.6,29,8.200000000000001,0.7027406886858749,10.71923048253916,0.064843716,0.13445723446508923,-17.197716,0.9559480532558035,34.7,0.19655172413793104,14.783428,4.895526
790,8.200999999999999,468,50,14,10,14,12,FCC_L12#1,0.89,50.2,15,10.2,12.1,12.5,0.7027406886858749,11.463722523318996,0.047754071572431535,0.11667107782136922,-10.655988,1.8441908740293291,27.1,1.2396694214876034,17.513987,7.9828014
791,7.523,469,50,12,12,18,8,BCC_B2#2,0.34,48.7,6.1,10.3,28.8,6.2,0.7027406886858749,10.69199575963084,0.064581636,0.13491914906380037,-17.299924,0.9504479237804622,34.9,0.21180555555555552,15.109137,4.707502
792,8.218,469,50,12,12,18,8,FCC_L12#1,0.66,50.7,15,12.9,12.5,8.9,0.7027406886858749,11.376555447592946,0.04828693,0.1179678765596804,-10.941308,1.7771532003419654,27.5,1.2,17.834389,7.7416487
793,7.479999999999999,470,50,14,10,18,8,BCC_B2#2,0.347,49.3,6.9,8.7,29.1,6,0.7027406886858749,10.588869667629037,0.06481588,0.13575624626513502,-17.44284,0.9327779104242377,36,0.23711340206185566,15.709772,4.8659925
794,8.161999999999999,470,50,14,10,18,8,FCC_L12#1,0.653,50.4,17.8,10.7,12.1,9.1,0.7027406886858749,11.35156618240426,0.047624264526039364,0.11988107767450203,-10.983892,1.7837876358373408,29.9,1.4710743801652895,17.9277,8.361916
795,8.399999999999999,471,50,12,14,10,14,FCC_L12#1,1,50,12,14,10,14,0.7027406886858749,11.488080041306493,0.044073503,0.10879724261211766,-9.2144,2.1445924232545845,22,1.2,17.113083,7.0860243
796,8.379999999999999,472,50,12,12,10,16,FCC_L12#1,1,50,12,12,10,16,0.7027406886858749,11.464244291831708,0.044133934920989014,0.10860497226186282,-9.2,2.1445642167395915,22,1.2,16.748043,7.3654203
797,8.24,473,50,14,12,12,12,FCC_L12#1,1,50,14,12,12,12,0.7027406886858749,11.515923124279734,0.047563938083781274,0.11548315894536307,-10.5136,1.8739320954731802,26,1.1666666666666667,17.40205,7.511504
798,8.22,474,50,14,10,12,14,FCC_L12#1,1,50,14,10,12,14,0.7027406886858749,11.488080041306493,0.04763055,0.11522569157961253,-10.4816,1.8760511258476433,26,1.1666666666666667,17.138468,7.7139325
799,8.260000000000002,475,52,14,10,12,12,FCC_L12#1,1,52,14,10,12,12,0.7027406886858749,11.26064223422107,0.047594052,0.11584058010904465,-10.5856,1.819077055300473,26,1.1666666666666667,17.993597,7.688942
800,8.34,476,50,10,14,12,14,FCC_L12#1,1,50,10,14,12,14,0.7027406886858749,11.488080041306493,0.047608150766267794,0.11061211506882955,-10.0944,1.9292572041531866,22,0.8333333333333334,16.84873,6.6533594
801,7.541,477,52,10,10,14,14,BCC_B2#2,0.071,48.8,4.100000000000001,8.7,28.8,9.6,0.7027406886858749,10.616818830198572,0.06479171,0.1331879739315828,-17.002192,0.9549303095465345,32.900000000000006,0.14236111111111116,14.461139,4.8203406
802,8.290000000000001,477,52,10,10,14,14,FCC_L12#1,0.929,52.2,10.5,10.1,12.9,14.3,0.7027406886858749,11.222712817751482,0.049101044762249337,0.11345071000218548,-10.688776,1.7733766287454984,23.4,0.813953488,17.237082,7.0034237
803,8.440000000000001,478,54,8,12,12,14,FCC_L12#1,1,54,8,12,12,14,0.7027406886858749,10.965483049909832,0.047656773,0.10858802880612571,-10,1.8480882570627553,20,0.6666666666666666,17.878075,6.710906
804,8.46,479,54,12,12,10,12,FCC_L12#1,1,54,12,12,10,12,0.7027406886858749,11.02680746481516,0.044066413,0.10962554446843122,-9.3504,2.0256408290362837,22,1.2,18.595068,7.3535805
805,8.440000000000001,480,54,12,10,10,14,FCC_L12#1,1,54,12,10,10,14,0.7027406886858749,10.998964381841919,0.044126852,0.10945483086643545,-9.3424,2.0232687046571214,22,1.2,18.248547,7.5238853
806,8.58,481,57.99999999999999,10,12,10,10,FCC_L12#1,1,57.99999999999999,10,12,10,10,0.7027406886858749,10.48519207098265,0.044049428,0.10752878684333787,-9.224,1.9403769814904306,20,1,19.852514,7.1185665
807,8.520000000000001,482,56.00000000000001,10,10,10,14,FCC_L12#1,1,56.00000000000001,10,10,10,14,0.7027406886858749,10.731126602187928,0.04414359,0.10699233617413909,-9.1712,2.000271023206499,20,1,18.649645,7.3861804
808,8.26,483,48,18,16,10,8,FCC_L12#1,1,48,18,16,10,8,0.7027406886858749,11.527350658538296,0.043891502941043964,0.11608427972813543,-9.808,2.0486460949012484,28,1.8,17.758276,7.6922007
809,8.36,484,50,16,18,10,6,FCC_L12#1,1,50,16,18,10,6,0.7027406886858749,11.203227187796202,0.043846298900030584,0.11451619972737478,-9.6944,2.0029331433370974,26,1.6,18.367197,7.0831842
810,8.280000000000001,485,48,16,14,10,12,FCC_L12#1,1,48,16,14,10,12,0.7027406886858749,11.685029124127686,0.044005326,0.11345289771530735,-9.5696,2.120441925614671,26,1.6,17.069412,7.5997972
811,7.49,486,48,16,14,12,10,BCC_B2#2,0.011,46.8,6.4,11.2,28.6,7.000000000000001,0.7027406886858749,10.979662953708097,0.064501659,0.13424240164716952,-17.0908,0.9894020916919568,35,0.22377622377622378,14.507357,4.7141876
812,8.180000000000001,486,48,16,14,12,10,FCC_L12#1,0.989,48,16.1,14,11.8,10,0.7027406886858749,11.673158194084964,0.04720138,0.11716001341071958,-10.54784,1.9027513948198738,27.900000000000002,1.364406779661017,17.255375,7.4367905
813,8.24,487,48,14,16,12,10,FCC_L12#1,1,48,14,16,12,10,0.7027406886858749,11.685029124127686,0.047466211060202455,0.11537573401716666,-10.472,1.9089364768189272,26,1.1666666666666667,17.211685,6.7843633
814,8.280000000000001,488,48,12,16,12,12,FCC_L12#1,1,48,12,16,12,12,0.7027406886858749,11.712872207100931,0.047522326,0.11290633286047329,-10.2528,1.9459635284890098,24,1,16.71259,6.5105104
815,8.32,489,48,14,14,10,14,FCC_L12#1,1,48,14,14,10,14,0.7027406886858749,11.708864873602472,0.044056531,0.11094070488328436,-9.3536,2.164595652211462,24,1.4,16.603199,7.3163247
816,8.46,490,52,12,16,10,10,FCC_L12#1,1,52,12,16,10,10,0.7027406886858749,11.208963401773039,0.043978154,0.10947218824888809,-9.2944,2.0714371555742415,22,1.2,18.371101,6.652274
817,8.3,491,50,12,14,12,12,FCC_L12#1,1,50,12,14,12,12,0.7027406886858749,11.515923124279734,0.047552637,0.11325175495328975,-10.32,1.8998915961649958,24,1,17.33724,6.857261
818,8.3,492,52,14,14,12,8,FCC_L12#1,1,52,14,14,12,8,0.7027406886858749,11.199317819315741,0.04745967,0.11631612098071355,-10.6368,1.7986511673399124,26,1.1666666666666667,18.5846,7.1760664
819,8.26,493,50,18,12,10,10,FCC_L12#1,1,50,18,12,10,10,0.7027406886858749,11.391725990622426,0.043981051,0.11618278702114178,-9.8576,2.014425361575166,28,1.8,18.026436,8.29934
820,8.32,494,50,16,14,10,10,FCC_L12#1,1,50,16,14,10,10,0.7027406886858749,11.436401208858465,0.043970990209974636,0.11405770469372067,-9.6624,2.053427591589184,26,1.6,17.991594,7.6538873
821,8.22,495,52,16,10,12,10,FCC_L12#1,1,52,16,10,12,10,0.7027406886858749,11.208963401773039,0.047538485,0.118156676,-10.8048,1.7816500015478687,28,1.3333333333333333,18.392414,8.021917
822,8.34,496,52,16,12,10,10,FCC_L12#1,1,52,16,12,10,10,0.7027406886858749,11.208963401773039,0.043998227,0.11440909054791054,-9.7328,1.9971117474550437,26,1.6,18.502796,7.9689307
823,8.3,497,54,14,10,12,10,FCC_L12#1,1,54,14,10,12,10,0.7027406886858749,10.998964381841919,0.047557407,0.11643023662262304,-10.6832,1.7588631816582527,26,1.1666666666666667,18.807825,7.7283154
824,8.5,498,56.00000000000001,12,12,10,10,FCC_L12#1,1,56.00000000000001,12,12,10,10,0.7027406886858749,10.758969685161171,0.044032415850189716,0.11009741141371122,-9.416,1.9607722923492503,22,1.2,19.442698,7.3566804
825,8.360000000000001,499,54,12,12,12,10,FCC_L12#1,1,54,12,12,12,10,0.7027406886858749,11.02680746481516,0.047546104783488176,0.11413255451447668,-10.4736,1.7899282483496544,24,1,18.752068,7.197267
826,8.44,500,54,14,14,10,8,FCC_L12#1,1,54,14,14,10,8,0.7027406886858749,10.937639966936592,0.043953801,0.11257282087608887,-9.5936,1.9657588379298692,24,1.4,19.177235,7.440049
827,8.42,501,56.00000000000001,16,12,10,6,FCC_L12#1,1,56.00000000000001,16,12,10,6,0.7027406886858749,10.570470882334943,0.043929388,0.11552246534765433,-9.896,1.8487453421393196,26,1.6,19.967072,8.044329
828,8.38,502,54,16,12,10,8,FCC_L12#1,1,54,16,12,10,8,0.7027406886858749,10.913804217461806,0.043963886821720734,0.11497825881443845,-9.8176,1.925881690051462,26,1.6,19.300495,8.013695
829,8.260000000000002,503,54,16,10,12,8,FCC_L12#1,1,54,16,10,12,8,0.7027406886858749,10.913804217461806,0.047501605668079226,0.11878063815285718,-10.9088,1.7165358291464567,28,1.3333333333333333,19.10117,8.048415
830,8.32,504,54,18,10,10,8,FCC_L12#1,1,54,18,10,10,8,0.7027406886858749,10.841285916252527,0.043973949,0.11716927925015154,-10.0288,1.8817041424357905,28,1.8,19.343033,8.609141
831,8.213999999999999,505,46,10,20,24,0,FCC_L12#1,0.29,45.9,15.9,25.4,12.8,0,0.7027406886858749,10.484142618112656,0.048370842376035096,0.1197063369249932,-11.144812,1.6071811188688685,28.700000000000003,1.2421875,17.23946,5.4854646
832,7.516000000000002,505,46,10,20,24,0,BCC_B2#2,0.71,46,7.6,17.8,28.6,0,0.7027406886858749,10.128815089148361,0.064110774,0.13608593020588125,-17.511056,0.8921290074424718,36.2,0.26573426573426573,15.198891,4.2977276
833,7.533999999999999,506,44,8,20,24,4,BCC_B2#2,0.735,43.8,6.1,18.2,28.2,3.8,0.7027406886858749,11.003683429489666,0.063959607,0.13369650359526974,-17.02544,0.9977612337809769,34.3,0.21631205673758863,14.392694,3.970313
834,8.261999999999999,506,44,8,20,24,4,FCC_L12#1,0.265,44.6,13.3,25.1,12.3,4.7,0.7027406886858749,11.447149952482432,0.047713502573935744,0.11522467791232914,-10.517496,1.8551211238996879,25.6,1.081300813,16.559496,5.024521
835,7.548,507,46,8,20,22,4,BCC_B2#2,0.589,45.3,5.4,17.3,28.3,3.6,0.7027406886858749,10.78122649637568,0.064143805,0.13374281653830974,-17.059508,0.9706191303663195,33.7,0.19081272084805653,14.392694,3.970313
836,8.299999999999999,507,46,8,20,22,4,FCC_L12#1,0.411,47,11.7,23.9,12.9,4.5,0.7027406886858749,11.238085022436934,0.048680705291872774,0.11501635361982221,-10.758144,1.7672907434625205,24.6,0.9069767441860465,17.623413,5.137181
837,7.515000000000001,508,46,10,18,22,4,BCC_B2#2,0.604,45.6,6.7,15.7,28.4,3.6,0.7027406886858749,10.866715557241465,0.06416729,0.13461124915845624,-17.18336,0.9751657772987571,35.1,0.2359154929577465,15.017789,4.267495
838,8.223,508,46,10,18,22,4,FCC_L12#1,0.396,46.6,15,21.4,12.3,4.6,0.7027406886858749,11.387907591931032,0.047807327,0.11742202268697295,-10.740672,1.811830585060247,27.3,1.2195121951219512,17.272413,6.15121
839,7.566,509,46,6,20,26,2,BCC_B2#2,0.831,45.7,5.1,18.7,28.5,1.9,0.7027406886858749,10.444238341781608,0.064179942,0.13421845087729176,-17.22438,0.9289781966519076,33.6,0.17894736842105263,15.066174,4.0888004
840,8.318999999999999,509,46,6,20,26,2,FCC_L12#1,0.169,47.3,10.4,26.4,13.5,2.3,0.7027406886858749,10.793232523207624,0.049561667,0.11496412462633719,-10.96366,1.6525237474830494,23.9,0.7703703703703704,17.486315,4.3900757
841,8.231,510,46,8,16,26,4,FCC_L12#1,0.148,46.9,15.3,20.6,12.3,5,0.7027406886858749,11.43450207645127,0.0477386,0.11775949259571386,-10.798388,1.814628692754528,27.6,1.2439024390243902,17.133553,6.5066037
842,7.516,510,46,8,16,26,4,BCC_B2#2,0.852,45.9,6.7,15.2,28.4,3.8,0.7027406886858749,10.863405210992452,0.064185984,0.13463393888615152,-17.184916,0.9747589488277711,35.1,0.2359154929577465,15.017789,4.267495
843,8.261,511,46,8,18,24,4,FCC_L12#1,0.277,47,13.2,22.3,12.6,4.8,0.7027406886858749,11.336511713092815,0.048287794,0.11610361881698601,-10.734936,1.7940630946764171,25.799999999999997,1.0476190476190477,17.78495,5.7808995
844,7.532000000000002,511,46,8,18,24,4,BCC_B2#2,0.723,45.6,6,16.3,28.3,3.7,0.7027406886858749,10.823027281539003,0.064163157,0.13410839005968264,-17.092492,0.9740186197361588,34.3,0.21201413427561838,15.017789,4.267495
845,7.558000000000001,512,46,6,16,26,6,BCC_B2#2,0.856,45.7,5.1,15.3,28.3,5.7,0.7027406886858749,10.952757356066426,0.064163102,0.1332981995831151,-16.991284,0.9919828326097283,33.4,0.1802120141342756,14.728106,4.153224
846,8.298,512,46,6,16,26,6,FCC_L12#1,0.144,48,11.5,20.3,12.7,7.5,0.7027406886858749,11.482187480493328,0.048491065685696805,0.1142308032012381,-10.629656,1.829379081590495,24.2,0.9055118110236221,17.258354,5.793671
847,8.353,513,50,6,16,24,4,FCC_L12#1,0.316,52.3,9.4,19.5,14,4.8,0.7027406886858749,10.816862873181993,0.050409231,0.11534367732996893,-11.266376,1.604489913783879,23.4,0.6714285714285715,18.532852,5.498273
848,7.596,513,50,6,16,24,4,BCC_B2#2,0.684,48.9,4.399999999999999,14.4,28.6,3.6,0.7027406886858749,10.342653143956442,0.064410067,0.134262546,-17.265248,0.9152084568028616,33,0.1538461538461538,16.098042,4.440088
849,7.525,514,48,8,14,26,4,BCC_B2#2,0.839,47.7,6.600000000000001,13.3,28.6,3.8,0.7027406886858749,10.667480011521487,0.064353252,0.13518450761829176,-17.326456,0.9476349105368727,35.2,0.2307692307692308,15.617951,4.5356693
850,8.221,514,48,8,14,26,4,FCC_L12#1,0.161,49.3,15.2,17.7,12.6,5.1,0.7027406886858749,11.25959642106626,0.048347634,0.11859353097871733,-11.007092,1.7454525573050528,27.799999999999997,1.2063492063492063,18.394943,6.9834323
851,7.565000000000001,515,46,6,18,28,2,BCC_B2#2,0.968,46,5.800000000000001,17.8,28.5,2,0.7027406886858749,10.521879314396255,0.064099138,0.13469118679742925,-17.308984,0.935165611,34.3,0.20350877192982458,15.066174,4.0888004
852,8.284,515,46,6,18,28,2,FCC_L12#1,0.032,47.2,12.1,25,13.2,2.4,0.7027406886858749,10.918729735666705,0.049124692,0.11633754771181998,-10.9784,1.6790326637846191,25.299999999999997,0.9166666666666667,17.559332,5.030269
853,7.460000000000001,516,46,6,16,30,2,BCC_B2#2,1,46,6,16,30,2,0.7027406886858749,10.46444288588901,0.065006788,0.1364259506105784,-17.7936,0.8968118003217888,36,0.2,14.739478,4.1365156
854,7.571999999999999,517,48,6,16,28,2,BCC_B2#2,0.961,47.9,5.7,15.8,28.6,2,0.7027406886858749,10.339610089694549,0.064251024,0.13510687584279335,-17.39594,0.912128634,34.300000000000004,0.1993006993006993,15.699754,4.331581
855,8.298,517,48,6,16,28,2,FCC_L12#1,0.039,49.9,12.2,21.9,13.5,2.5,0.7027406886858749,10.797255202675766,0.049568709,0.11747644487300418,-11.248332,1.6192022140889337,25.7,0.9037037037037037,18.144049,5.4221063
856,7.617999999999999,518,50,6,18,26,0,BCC_B2#2,0.801,49.6,5,16.6,28.8,0,0.7027406886858749,9.595768364933987,0.064298085,0.13565893114719715,-17.607232,0.8330300230480538,33.8,0.1736111111111111,16.247698,4.4205847
857,8.335,518,50,6,18,26,0,FCC_L12#1,0.199,51.7,9.9,23.7,14.6,0,0.7027406886858749,9.911582258675201,0.051126249,0.1175329545068105,-11.65886,1.415154442,24.5,0.678082192,18.531801,4.850733
858,7.380000000000001,519,42,6,16,30,6,BCC_B2#2,1,42,6,16,30,6,0.7027406886858749,11.276813621140223,0.065123809,0.13470278393559643,-17.3616,0.9926363617630473,36,0.2,13.223231,3.9813936
859,7.523,520,44,6,16,28,6,BCC_B2#2,0.994,44,6,16,28.1,6,0.7027406886858749,11.213551850474774,0.064020523,0.1331310818708388,-16.87032,1.0269969055857537,34.1,0.21352313167259784,14.167644,4.234621
